Age ,Gender,Attribute,Sub_attribute,Budget,Gift_1,Gift_2,Gift_3,Gift_4,Gift_5,Gift 6_(optional),URL_status_1,URL_status_2,URL_status_3,URL_status_4,URL_status_5,URL_status_6
45_and_over,Male,Adventurous,Nature_lover,25-50,https://www.sportchek.ca/product/332478873.html?gclid=Cj0KCQjwk_TbBRDsARIsAALJSOa4jesWuXQTBYslHKHowmazDTRcQaCu5ulM5bTWOdkp8UTQQ29veY8aAkurEALw_wcB&gclsrc=aw.ds&dclid=CPuuxfr4gN0CFYYxaQodD4wLyg#332478873=332478882,-,-,-,-,,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Male,Adventurous,Foodie,25-50,https://www.uncommongoods.com/product/teas-of-the-boston-tea-party,https://www.chapters.indigo.ca/en-ca/books/the-coffee-dictionary-an-a/9781452166650-item.html,https://www.chapters.indigo.ca/en-ca/books/gordon-ramsays-home-cooking-everything/9781455525270-item.html?ikwid=gordon+ramsey&ikwsec=Home&ikwidx=0,https://www.urthbox.com/#,-,,200,200,#ERROR!,200,#ERROR!,
45_and_over,Male,Adventurous,Traveller,25-50,https://www.chapters.indigo.ca/en-ca/gifts/product/5060146591256-item.html?s_campaign=goo-Shopping_All_Products_RLSA&ds_rl=1254699&gclid=Cj0KCQjwpcLZBRCnARIsAMPBgF3FT5sUGJ8FnOBJCkSf-_9N74U97Pv7zSLO5RHVwJuCj08cqmSFqdsaAtM-EALw_wcB,https://www.gapcanada.ca/browse/product.do?pid=223981003&CAWELAID=120299880000545086&tid=gcpl000002&kwid=1&ap=7&gclid=Cj0KCQjwk_TbBRDsARIsAALJSObeXWZZslspQyPlplgXBPnc90avCVfSgTXi3dZdnph0t6Wgz4AnOXMaAjDqEALw_wcB&gclsrc=aw.ds,-,-,-,,200,200,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Male,Adventurous,Nature_lover,50-100,https://www.saksoff5th.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374302024902&PRODUCT%3C%3Eprd_id=845524442185592&R=797140116554&P_name=Bey-Berk&N=302024902&bmUID=mlwTtyt,https://www.sportchek.ca/product/332246714.html?gclid=Cj0KCQjwk_TbBRDsARIsAALJSOb_Gr9eku73vrSkfzt_iJjPrGN0Lg0-9HNysEtTZAd094NvyPNpjfcaAiW9EALw_wcB&gclsrc=aw.ds&dclid=CLbm3ZX4gN0CFQWGaQodOcUEHA#332246714=332246717,https://www.homedepot.ca/en/home/p.brazilian-style-double-hammock-in-desert-moon.1000779816.html,-,-,,200,200,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Male,Adventurous,Foodie,50-100,https://www.hellofresh.ca/tasty/food-boxes/gift-card-pronto/,https://www.saksoff5th.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374302024111&PRODUCT%3C%3Eprd_id=845524442347117&R=883049284606&P_name=KitchenAid&N=302024111&bmUID=mlw_w7q,https://shop.nordstrom.com/s/cathys-concepts-monogram-apron/4738187?siteid=tv2R4u9rImY-PWUWMQVagpv0hpLSFyj.mA&utm_source=rakuten&utm_medium=affiliate&utm_campaign=tv2R4u9rImY&utm_content=1&utm_term=593370&utm_channel=affiliate_ret_p&sp_source=rakuten&sp_campaign=tv2R4u9rImY,-,-,,200,200,200,#ERROR!,#ERROR!,
45_and_over,Male,Adventurous,Traveller,50-100,https://www.bestbuy.ca/en-ca/product/caseco-products-caseco-core-360-universal-magnetic-car-mount-phone-holder-black-chrome-cc-cr360-2pk-bkch/10553079.aspx?,https://www.saksoff5th.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374302025577&PRODUCT%3C%3Eprd_id=845524442502347&R=9781419728990&P_name=Abrams+Books&N=302025577&bmUID=mlwTSBZ,https://www.sportchek.ca/product/332246714.html?gclid=Cj0KCQjwk_TbBRDsARIsAALJSOb_Gr9eku73vrSkfzt_iJjPrGN0Lg0-9HNysEtTZAd094NvyPNpjfcaAiW9EALw_wcB&gclsrc=aw.ds&dclid=CLbm3ZX4gN0CFQWGaQodOcUEHA#332246714=332246717,-,-,,200,200,200,#ERROR!,#ERROR!,
45_and_over,Male,Adventurous,Nature_lover,100-150,https://www.bestbuy.ca/en-ca/product/polar-polar-loop-2-fitness-tracker-black-90054915/10481990.aspx?,https://www.hunterboots.com/ca/en_ca/mens-tall-rain-boots/mens-gardener-rain-boots/vintagegreen/1912,-,-,-,,200,200,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Male,Adventurous,Foodie,100-150,https://www.urbanoutfitters.com/en-ca/shop/compact-air-fryer?category=dinnerware&color=046,-,-,-,-,,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Male,Adventurous,Traveller,100-150,https://www.saksfifthavenue.com/main/ProductDetail.jsp?PRODUCT%3C%3Eprd_id=845524447070019&site_refer=CSE_INTL_GGLPRADS001_CA&gclid=Cj0KCQjwk_TbBRDsARIsAALJSOYnKQezOzb1EiZO-TR-HzOAH1hY9NeF54k84qwYyafjF5ewjv_Gb7YaAhcoEALw_wcB&gclsrc=aw.ds,https://fab.com/product/athena-safety-wearable-accessory-530569/?pref[]=attr%7Cwearables-activity-trackers&ref=browse&pos=0,-,-,-,,200,200,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Female,Adventurous,Nature_lover,25-50,https://www.lisewatier.com/ca_en/sun-smart-universal-uv-shield-spf-30,https://well.ca/products/umbra-trigg-wall-vessel-small-set-of_115694.html?gclid=Cj0KCQjwk_TbBRDsARIsAALJSObj8ioqGR6ssTKFBUnUhzeEj_UxRvp0IVGtOe1G-Ywal9XbNF7HRFsaAq5gEALw_wcB,-,-,-,,200,200,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Female,Adventurous,Foodie,25-50,https://www.urbanoutfitters.com/en-ca/shop/sushi-kit?category=dinnerware&color=010,https://www.chapters.indigo.ca/en-ca/books/the-coffee-dictionary-an-a/9781452166650-item.html,https://www.uncommongoods.com/product/teas-of-the-boston-tea-party,https://www.chapters.indigo.ca/en-ca/books/gordon-ramsays-home-cooking-everything/9781455525270-item.html?ikwid=gordon+ramsey&ikwsec=Home&ikwidx=0,https://www.urthbox.com/#,,200,200,#ERROR!,200,200,
45_and_over,Female,Adventurous,Traveller,25-50,https://www.etsy.com/ca/listing/214305133/adventure-fund-travel-gift-piggy-bank,-,-,-,-,,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Female,Adventurous,Nature_lover,50-100,https://shop.lululemon.com/p/women-mats-props/The-Reversible-Mat-3/_/prod6740117?color=LU9A75S_035289&skuId=3816799&locale=en_CA&sl=CA&CAWELAID=120279050000202469&CID=Google_lululemon_GG_Shopping-New_N%2FA_N%2FA_SP_CA_All_Product_EN_M%2BF%2BU_Med+Priority_Womens&gclid=CjwKCAjwyMfZBRAXEiwA-R3gM4ldQV6HQbB9pHv0ug6ZwuZ3ozFHw8RKFMMnbX2Hd2VJ5NbwoWDlIRoCilsQAvD_BwE,https://www.chapters.indigo.ca/en-ca/fashion/hunter-original-bubble-umbrella-yellow/5054916104210-item.html?ref=item_page%3arichrel%3arr-carousel%3ajson1,https://www.homedepot.ca/en/home/p.brazilian-style-double-hammock-in-desert-moon.1000779816.html,http://www.umbra.com/cad/catalog/product/view/id/9594/s/trigg-planter-set-sm-lg-white-brass/,-,,200,200,#ERROR!,200,#ERROR!,
45_and_over,Female,Adventurous,Foodie,50-100,https://www.hellofresh.ca/tasty/food-boxes/gift-card-pronto/,https://www.saksoff5th.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374302024111&PRODUCT%3C%3Eprd_id=845524442347117&R=883049284606&P_name=KitchenAid&N=302024111&bmUID=mlw_w7q,-,-,-,,200,200,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Female,Adventurous,Traveller,50-100,https://www.saksoff5th.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374302025577&PRODUCT%3C%3Eprd_id=845524442502347&R=9781419728990&P_name=Abrams+Books&N=302025577&bmUID=mlwTSBZ,-,-,-,-,,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Female,Adventurous,Nature_lover,100-150,https://www.bestbuy.ca/en-ca/product/polar-polar-loop-2-fitness-tracker-black-90054915/10481990.aspx?,https://www.hunterboots.com/ca/en_ca/womens-tall-rain-boots/original-play-tall-rain-boots/black/5093,-,-,-,,200,200,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Female,Adventurous,Foodie,100-150,https://www.urbanoutfitters.com/en-ca/shop/compact-air-fryer?category=dinnerware&color=046,-,-,-,-,,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Female,Adventurous,Traveller,100-150,https://www.saksfifthavenue.com/main/ProductDetail.jsp?PRODUCT%3C%3Eprd_id=845524447070019&site_refer=CSE_INTL_GGLPRADS001_CA&gclid=Cj0KCQjwk_TbBRDsARIsAALJSOYnKQezOzb1EiZO-TR-HzOAH1hY9NeF54k84qwYyafjF5ewjv_Gb7YaAhcoEALw_wcB&gclsrc=aw.ds,https://fab.com/product/athena-safety-wearable-accessory-530569/?pref[]=attr%7Cwearables-activity-trackers&ref=browse&pos=0,-,-,-,,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Neutral ,Adventurous,Nature_lover,25-50,http://www.umbra.com/cad/giardino-white,https://www.sportchek.ca/product/330562808.html?gclid=EAIaIQobChMI2sWnvLqB3QIVR1mGCh2xLgcIEAQYAiABEgJjQ_D_BwE&gclsrc=aw.ds&dclid=CP7U5b66gd0CFQSbaQodF5oF_Q#330562808=330562810,-,-,-,,200,200,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Neutral ,Adventurous,Foodie,25-50,https://www.chapters.indigo.ca/en-ca/books/the-coffee-dictionary-an-a/9781452166650-item.html,https://www.uncommongoods.com/product/teas-of-the-boston-tea-party,https://www.chapters.indigo.ca/en-ca/books/gordon-ramsays-home-cooking-everything/9781455525270-item.html?ikwid=gordon+ramsey&ikwsec=Home&ikwidx=0,https://www.urthbox.com/#,-,,200,200,200,200,#ERROR!,
45_and_over,Neutral ,Adventurous,Traveller,25-50,https://www.chapters.indigo.ca/en-ca/gifts/product/5060146591256-item.html?s_campaign=goo-Shopping_All_Products_RLSA&ds_rl=1254699&gclid=Cj0KCQjwpcLZBRCnARIsAMPBgF3FT5sUGJ8FnOBJCkSf-_9N74U97Pv7zSLO5RHVwJuCj08cqmSFqdsaAtM-EALw_wcB,-,-,-,-,,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Neutral ,Adventurous,Nature_lover,50-100,https://www.urbanoutfitters.com/en-ca/shop/earth-luxe-ultrasonic-ceramic-wood-atomizer-diffuser?category=wellness-products&color=020,https://www.saksoff5th.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374302024902&PRODUCT%3C%3Eprd_id=845524442185592&R=797140116554&P_name=Bey-Berk&N=302024902&bmUID=mlwTtyt,https://www.homedepot.ca/en/home/p.brazilian-style-double-hammock-in-desert-moon.1000779816.html,-,-,,200,200,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Neutral ,Adventurous,Foodie,50-100,https://www.saksoff5th.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374302024111&PRODUCT%3C%3Eprd_id=845524442347117&R=883049284606&P_name=KitchenAid&N=302024111&bmUID=mlw_w7q,https://www.hellofresh.ca/tasty/food-boxes/gift-card-pronto/,-,-,-,,200,200,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Neutral ,Adventurous,Traveller,50-100,https://www.saksoff5th.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374302025577&PRODUCT%3C%3Eprd_id=845524442502347&R=9781419728990&P_name=Abrams+Books&N=302025577&bmUID=mlwTSBZ,https://www.saksfifthavenue.com/main/ProductDetail.jsp?PRODUCT%3C%3Eprd_id=845524447070019&site_refer=CSE_INTL_GGLPRADS001_CA&gclid=Cj0KCQjwk_TbBRDsARIsAALJSOYnKQezOzb1EiZO-TR-HzOAH1hY9NeF54k84qwYyafjF5ewjv_Gb7YaAhcoEALw_wcB&gclsrc=aw.ds,-,-,-,,200,200,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Neutral ,Adventurous,Nature_lover,100-150,https://www.bestbuy.ca/en-ca/product/polar-polar-loop-2-fitness-tracker-black-90054915/10481990.aspx?,-,-,-,-,,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Neutral ,Adventurous,Foodie,100-150,https://www.urbanoutfitters.com/en-ca/shop/compact-air-fryer?category=dinnerware&color=046,-,-,-,-,,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,
45_and_over,Neutral ,Adventurous,Traveller,100-150,https://www.saksfifthavenue.com/main/ProductDetail.jsp?PRODUCT%3C%3Eprd_id=845524447070019&site_refer=CSE_INTL_GGLPRADS001_CA&gclid=Cj0KCQjwk_TbBRDsARIsAALJSOYnKQezOzb1EiZO-TR-HzOAH1hY9NeF54k84qwYyafjF5ewjv_Gb7YaAhcoEALw_wcB&gclsrc=aw.ds,https://fab.com/product/athena-safety-wearable-accessory-530569/?pref[]=attr%7Cwearables-activity-trackers&ref=browse&pos=0,-,-,-,,200,200,#ERROR!,#ERROR!,#ERROR!,
15-20,Male,Family_oriented,-,25-50,https://www.urbanoutfitters.com/en-ca/shop/stumbling-blocks-game?category=college-party-games&color=100,https://www.uncommongoods.com/product/awkward-family-photos-movie-caption-game,https://www.urbanoutfitters.com/shop/jam-audio-hang-up-bluetooth-speaker?category=audio-accessories&color=006,https://www.urbanoutfitters.com/en-ca/shop/smartphone-projector-20?adpos=1o2&cm_mmc=SEM-_-Google-_-PLA-_-82530722464product_type_l1a%26product_type_l2media%26product_type_l3tech&color=001&creative=217450512889&device=c&gclid=Cj0KCQjw2f7bBRDVARIsAAwYBBsADkca1CjZjoIka2vaKgHPgVgE_UOiBI0EHXNhkG3aqP9UAGje2fQaAnjrEALw_wcB&inventoryCountry=CA&matchtype=&mrkgadid=2988725300&mrkgcl=1033&network=g&product_id=48294508&size=ALL&utm_campaign=PLA,-,,200,#ERROR!,#ERROR!,200,200,
15-20,Male,Family_oriented,-,50-100,https://www.bestbuy.ca/en-ca/product/xbox-one-minecraft-creeper-wireless-controller-green/11474436.aspx?,https://www.walmart.ca/en/ip/nintendo-entertainment-system-nes-classic-edition-console/6000196418025?cmpid=sem_pla_google_en_none_6000196418025_100122110733318_140&cmpid=sem_pla_google_en_none_869128694_43341807746_None&gclid=Cj0KCQjw2f7bBRDVARIsAAwYBBvgd8Ifw7TnvlFqrsMG8M95En2qspsVHrSQfJuVGeYzzIlFjouWKM8aAl6DEALw_wcB,-,-,-,,200,#ERROR!,#ERROR!,200,200,
15-20,Male,Family_oriented,-,100-150,https://www.overstock.ca/Home-Garden/Vending-Machines/featured/18565/subcat.html?featuredproduct=11624867&featuredoption=18026453&cid=269694&gclid=Cj0KCQjw2f7bBRDVARIsAAwYBBstsaT0DKTd3ugveTiIeSIqZ5-ye2HSaC4Wqtpw1bizdzEGYgrwTJ4aAolpEALw_wcB,-,-,-,-,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,
15-20,Female,Family_oriented,-,25-50,https://www.bestbuy.ca/en-ca/product/q7-portable-wireless-bluetooth-karaoke-microphone-built-in-speaker-with-carrying-case-in-gold/12288813.aspx?,https://www.uncommongoods.com/product/awkward-family-photos-movie-caption-game,https://www.urbanoutfitters.com/shop/jam-audio-hang-up-bluetooth-speaker?category=audio-accessories&color=006,https://www.urbanoutfitters.com/en-ca/shop/smartphone-projector-20?adpos=1o2&cm_mmc=SEM-_-Google-_-PLA-_-82530722464product_type_l1a%26product_type_l2media%26product_type_l3tech&color=001&creative=217450512889&device=c&gclid=Cj0KCQjw2f7bBRDVARIsAAwYBBsADkca1CjZjoIka2vaKgHPgVgE_UOiBI0EHXNhkG3aqP9UAGje2fQaAnjrEALw_wcB&inventoryCountry=CA&matchtype=&mrkgadid=2988725300&mrkgcl=1033&network=g&product_id=48294508&size=ALL&utm_campaign=PLA,-,,200,#ERROR!,#ERROR!,200,200,
15-20,Female,Family_oriented,-,50-100,https://cooltrendingclub.com/products/wireless-bluetooth-karaoke-handheld-microphone?variant=13402696220729&gclid=EAIaIQobChMIp7HM6viF3QIVxrbACh1cQQ2dEAQYASABEgKh9vD_BwE,https://www.walmart.ca/en/ip/nintendo-entertainment-system-nes-classic-edition-console/6000196418025?cmpid=sem_pla_google_en_none_6000196418025_100122110733318_140&cmpid=sem_pla_google_en_none_869128694_43341807746_None&gclid=Cj0KCQjw2f7bBRDVARIsAAwYBBvgd8Ifw7TnvlFqrsMG8M95En2qspsVHrSQfJuVGeYzzIlFjouWKM8aAl6DEALw_wcB,-,-,-,,200,#ERROR!,#ERROR!,200,200,
15-20,Female,Family_oriented,-,100-150,https://www.overstock.ca/Home-Garden/Vending-Machines/featured/18565/subcat.html?featuredproduct=11624867&featuredoption=18026453&cid=269694&gclid=Cj0KCQjw2f7bBRDVARIsAAwYBBstsaT0DKTd3ugveTiIeSIqZ5-ye2HSaC4Wqtpw1bizdzEGYgrwTJ4aAolpEALw_wcB,-,-,-,-,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,
15-20,Neutral,Family_oriented,-,25-50,https://www.chapters.indigo.ca/en-ca/house-and-home/cards-against-humanity-red-box/817246020033-item.html?ikwid=Cards+against+humanity&ikwsec=Home&ikwidx=1,https://www.urbanoutfitters.com/shop/jam-audio-hang-up-bluetooth-speaker?category=audio-accessories&color=006,https://www.bestbuy.ca/en-ca/product/q7-portable-wireless-bluetooth-karaoke-microphone-built-in-speaker-with-carrying-case-in-gold/12288813.aspx,https://www.urbanoutfitters.com/en-ca/shop/smartphone-projector-20?adpos=1o2&cm_mmc=SEM-_-Google-_-PLA-_-82530722464product_type_l1a%26product_type_l2media%26product_type_l3tech&color=001&creative=217450512889&device=c&gclid=Cj0KCQjw2f7bBRDVARIsAAwYBBsADkca1CjZjoIka2vaKgHPgVgE_UOiBI0EHXNhkG3aqP9UAGje2fQaAnjrEALw_wcB&inventoryCountry=CA&matchtype=&mrkgadid=2988725300&mrkgcl=1033&network=g&product_id=48294508&size=ALL&utm_campaign=PLA,-,,200,#ERROR!,#ERROR!,200,200,
15-20,Neutral,Family_oriented,-,50-100,https://www.walmart.ca/en/ip/nintendo-entertainment-system-nes-classic-edition-console/6000196418025?cmpid=sem_pla_google_en_none_6000196418025_100122110733318_140&cmpid=sem_pla_google_en_none_869128694_43341807746_None&gclid=Cj0KCQjw2f7bBRDVARIsAAwYBBvgd8Ifw7TnvlFqrsMG8M95En2qspsVHrSQfJuVGeYzzIlFjouWKM8aAl6DEALw_wcB,-,-,-,-,,200,#ERROR!,#ERROR!,200,#ERROR!,
15-20,Neutral,Family_oriented,-,100-150,https://www.overstock.ca/Home-Garden/Vending-Machines/featured/18565/subcat.html?featuredproduct=11624867&featuredoption=18026453&cid=269694&gclid=Cj0KCQjw2f7bBRDVARIsAAwYBBstsaT0DKTd3ugveTiIeSIqZ5-ye2HSaC4Wqtpw1bizdzEGYgrwTJ4aAolpEALw_wcB,-,-,-,-,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,
20-30,Male,Family_oriented,-,25-50,https://www.uncommongoods.com/product/awkward-family-photos-movie-caption-game,-,-,-,-,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,200,
20-30,Male,Family_oriented,-,50-100,https://www.23andme.com/en-ca/dna-ancestry/,https://www.bestbuy.ca/en-ca/product/amazon-echo-dot-with-alexa-english-black/11983808.aspx?&cmp=knc-s-71700000039762607,https://www.walmart.ca/en/ip/nintendo-entertainment-system-nes-classic-edition-console/6000196418025?cmpid=sem_pla_google_en_none_6000196418025_100122110733318_140&cmpid=sem_pla_google_en_none_869128694_43341807746_None&gclid=Cj0KCQjw2f7bBRDVARIsAAwYBBvgd8Ifw7TnvlFqrsMG8M95En2qspsVHrSQfJuVGeYzzIlFjouWKM8aAl6DEALw_wcB,https://www.nakedsnacks.ca/choose-your-gift/,-,,200,#ERROR!,#ERROR!,200,200,
20-30,Male,Family_oriented,-,100-150,https://www.homedepot.ca/en/home/p.2-burner-stainless-steel-portable-bbq.1000846759.html,-,-,-,-,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,
20-30,Female,Family_oriented,-,25-50,https://www.chapters.indigo.ca/en-ca/gifts/product/856290005559-item.html?s_campaign=goo-Shopping_All_Products_RLSA&ds_rl=1254699&gclid=CjwKCAjwhLHaBRAGEiwAHCgG3n_wwYucHYJftbt9AfEr9M0IDpH_cc2F7Z2vv9y3Vg8ia_UN-DmLWRoC_bgQAvD_BwE,https://www.uncommongoods.com/product/awkward-family-photos-movie-caption-game,https://www.bestbuy.ca/en-ca/product/q7-portable-wireless-bluetooth-karaoke-microphone-built-in-speaker-with-carrying-case-in-gold/12288813.aspx?,-,-,,200,#ERROR!,#ERROR!,200,200,
20-30,Female,Family_oriented,-,50-100,https://www.23andme.com/en-ca/dna-ancestry/,https://www.chapters.indigo.ca/en-ca/house-and-home/home-bookends/626404241292-item.html?ikwsec=HouseAndHome&ikwidx=146,https://www.bestbuy.ca/en-ca/product/amazon-echo-dot-with-alexa-english-black/11983808.aspx?&cmp=knc-s-71700000039762607,https://www.saje.com/ca/ultrasonics-and-diffusers/aromaom-stone-edition-701427.html?cgid=ultrasonic-diffusers#start=14&cgid=ultrasonic-diffusers,https://www.walmart.ca/en/ip/nintendo-entertainment-system-nes-classic-edition-console/6000196418025?cmpid=sem_pla_google_en_none_6000196418025_100122110733318_140&cmpid=sem_pla_google_en_none_869128694_43341807746_None&gclid=Cj0KCQjw2f7bBRDVARIsAAwYBBvgd8Ifw7TnvlFqrsMG8M95En2qspsVHrSQfJuVGeYzzIlFjouWKM8aAl6DEALw_wcB,,200,#ERROR!,#ERROR!,200,#ERROR!,
20-30,Female,Family_oriented,-,100-150,https://www.urbanoutfitters.com/shop/camkodak-4x6printer124?category=film-printing&color=001,-,-,-,-,,200,#ERROR!,#ERROR!,200,#ERROR!,
20-30,Neutral,Family_oriented,-,25-50,https://www.chapters.indigo.ca/en-ca/house-and-home/dash-mini-waffle-maker-white/856290005559-item.html?ikwsec=HouseAndHome&ikwidx=14,https://www.walmart.ca/en/ip/nintendo-entertainment-system-nes-classic-edition-console/6000196418025?cmpid=sem_pla_google_en_none_6000196418025_100122110733318_140&cmpid=sem_pla_google_en_none_869128694_43341807746_None&gclid=Cj0KCQjw2f7bBRDVARIsAAwYBBvgd8Ifw7TnvlFqrsMG8M95En2qspsVHrSQfJuVGeYzzIlFjouWKM8aAl6DEALw_wcB,-,-,-,,200,#ERROR!,#ERROR!,200,200,
20-30,Neutral,Family_oriented,-,50-100,https://www.23andme.com/en-ca/dna-ancestry/,https://www.bestbuy.ca/en-ca/product/amazon-echo-dot-with-alexa-english-black/11983808.aspx?&cmp=knc-s-71700000039762607,https://www.saje.com/ca/ultrasonics-and-diffusers/aromaom-stone-edition-701427.html?cgid=ultrasonic-diffusers#start=14&cgid=ultrasonic-diffusers,https://www.nakedsnacks.ca/choose-your-gift/,-,,200,#ERROR!,#ERROR!,200,200,
20-30,Neutral,Family_oriented,-,100-150,https://www.urbanoutfitters.com/shop/camkodak-4x6printer124?category=film-printing&color=001,-,-,-,-,,200,#ERROR!,#ERROR!,200,#ERROR!,
30-45,Male,Family_oriented,-,25-50,https://www.urbanoutfitters.com/en-ca/shop/smartphone-projector-20?adpos=1o2&cm_mmc=SEM-_-Google-_-PLA-_-82530722464product_type_l1a%26product_type_l2media%26product_type_l3tech&color=001&creative=217450512889&device=c&gclid=Cj0KCQjw2f7bBRDVARIsAAwYBBsADkca1CjZjoIka2vaKgHPgVgE_UOiBI0EHXNhkG3aqP9UAGje2fQaAnjrEALw_wcB&inventoryCountry=CA&matchtype=&mrkgadid=2988725300&mrkgcl=1033&network=g&product_id=48294508&size=ALL&utm_campaign=PLA,-,-,-,-,,200,#ERROR!,#ERROR!,200,#ERROR!,
30-45,Male,Family_oriented,-,50-100,https://www.23andme.com/en-ca/dna-ancestry/,https://www.bestbuy.ca/en-ca/product/amazon-echo-dot-with-alexa-english-black/11983808.aspx?&cmp=knc-s-71700000039762607,https://www.walmart.ca/en/ip/nintendo-entertainment-system-nes-classic-edition-console/6000196418025?cmpid=sem_pla_google_en_none_6000196418025_100122110733318_140&cmpid=sem_pla_google_en_none_869128694_43341807746_None&gclid=Cj0KCQjw2f7bBRDVARIsAAwYBBvgd8Ifw7TnvlFqrsMG8M95En2qspsVHrSQfJuVGeYzzIlFjouWKM8aAl6DEALw_wcB,https://www.chapters.indigo.ca/en-ca/electronics/google-mini-chalk/842776102164-item.html?ikwsec=Electronics&ikwidx=5,-,,200,#ERROR!,#ERROR!,200,200,
30-45,Male,Family_oriented,-,100-150,https://www.homedepot.ca/en/home/p.2-burner-stainless-steel-portable-bbq.1000846759.html,https://www.bestbuy.ca/en-ca/product/nostalgia-retro-10-cup-kettle-popcorn-maker-red/10690772.aspx?,https://www.theshoppingchannel.com/Power-Air-Fryer/Fryers/Power-AirFryer-3-4-Quart-Air-Fryer-with-Non-stick-Black-Basket-and-Recipe-Book/pages/productdetails?gclid=Cj0KCQjw2f7bBRDVARIsAAwYBBu1VJERZLgAM97xoQa7GuXTbajT1oUvB94YfaMFjYVeuOYg15qOtMMaAjG4EALw_wcB&nav=R:553805&kwcid=sem_google_PLAShoppingCampaigns&s_kwcid=AL!4199!3!88282352100!!!g!59767812753!&ef_id=VlKQfgAAAFmnUqCt:20180824144351:s,https://www.staples.ca/en/rca-1080p-bluetooth-led-home-theater-projector-rpj104/product_2894515_1-CA_1_20001?kpid=2894515&cid=PS:SBD:GS:n:n:SBD:58:21800&cvosrc=PLA.ca-google.Shredders/BusinessMachines&cvo_cid=1082073508&cvo_crid=255992494047&CID=PS:GS:CA::pla-339279753031::1082073508&CampaignID=1082073508&gclid=Cj0KCQjw2f7bBRDVARIsAAwYBBsXJe1e-_6RIYpx2Mjuqj3VQvJmRJFTOVhr2hitPEzUZ-cQ_YzINQQaAt4gEALw_wcB,-,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,200,
30-45,Female,Family_oriented,-,25-50,https://www.chapters.indigo.ca/en-ca/gifts/product/856290005559-item.html?s_campaign=goo-Shopping_All_Products_RLSA&ds_rl=1254699&gclid=CjwKCAjwhLHaBRAGEiwAHCgG3n_wwYucHYJftbt9AfEr9M0IDpH_cc2F7Z2vv9y3Vg8ia_UN-DmLWRoC_bgQAvD_BwE,-,-,-,-,,200,#ERROR!,#ERROR!,200,#ERROR!,
